Property Name,sentence,label
"Hotel Xenia, Autograph Collection","'''as with many hotels located in major cities the rooms here are small. | i booked a twin which is larger than a standard double in floor space but even so things were tight with no room to lay even a small cabin bag. ordinarily i would leave my bag in the wardrobe but this is not possible when the hangers are placed facing forward, the hotel are clearly aware of this as they tell you your empty luggage can be stored with the concierge. | fortunately our room was located a couple of floors up on the side of the building although this meant we had no view it also meant we were sheltered from the road noise other reviewers refer to. | you do not come to london to spend time sitting in your hotel room so neither the size nor the lack of view worried us. | the hotel is located within a couple of minutes walk of the underground (earls court one way gloucester road the other) and 10-15 minutes from the museums in kensington. there are a few eateries located within walking distance if you do not want to head to other parts of the city, we did not try these personally, there is also a sainsbury's right next door. | whilst this is by no means my favourite hotel in the city it is by far from the worst and i would book to stay here again given the reasonable pricing. | the staff were all incredibly friendly yet professional and are a credit to the hotel.'''",2
"Bulgari Hotel, London","'''originally was put off at the price of this hotel. however the service from all the staff was exceptional. the concierge managed to get us into the restaurant of our choice the berners tavern, with no notice (we had failed). the pictures on the web site do not do the rooms justice which are superb. | above all the service is wonderful they have thought of pretty everything. it is a shame they do not sell the room fridges, but then again we did not ask. | it is expensive but then again it says bulgari over the door so the clues are there. best toiletries ever.'''",2
"Mandarin Oriental Hyde Park, London","'''we stayed at both the mandarin and claridge's on the same trip, and i found both experiences to be wonderful. the staff at the mandarin is top-knotch, making us feel very welcome immediately upon check-in. we wanted to check-in very early due to our jetlag, and they accomodated us right away. our room was beautiful and extremely comfortable with a nice foyer, large bedroom and lovely marble bathroom. the bed was very comfortable, and the compartmentalized closet made it easy for us to keep all of our clothing organized. the location cannot be beat for tourist activities - great shopping across the street with harvey nichols and harrod's, as well as sloane st., and walking distance to buckingham palace and of course hyde park. continental breakfast was included in our rate, and was a pleasure to wake up to each morning - the room service staff was so friendly and thoughtful. the room was expensive, but london is an expensive city. there is also construction going on next door, which did not disturb us, but made crossing the street an exciting challenge.'''",2
Apex London Wall Hotel,'''very nice hotel in a convenient location near multiple train and tube stops. rooms were very clean and size of the room was fantastic considering size of most london hotels. breakfast was very nice and reasonably priced for a hotel breakfast and they breakfast staff were great.the only negative i have is that upon check in the room was not available yet even though it was already past check in time. instead of just giving the next size up we had to instead wait 30 minutes for it to be cleaned. it was very slow on the weekend so i am not sure why that was decided.''',2
"Hotel Xenia, Autograph Collection","'''while i did not stay at the xenia during my recent trip to london (i stayed around the corner,) i always found myself stopping in at the restaurant and or bar on my way home from a long day out with the sites. the lovely staff, namely freddy and nicola, were always welcoming and friendly. as a female traveling alone, this place was a blessing. delicious and very reasonably priced food, great selection of wine and friendly banter in a very cozy bar. thank you, hotel xenia, for making me feel at home.'''",2
Mondrian London at Sea Containers,"'''we spent two days and one night in london, to see a show and visit a few sights. husband had stayed here on business and suggested it was eclectic and might suit us. and, indeed it did. | the rooms were interesting, the beds super comfortable, the showers hot and powerful. the service was exceptional. breakfast was exactly what you expect from a top-end restaurant, something for every taste. | staff were around for very early risers to get a proper cup of coffee.'''",2
Apex London Wall Hotel,"'''good location. even though the city shuts down at the weekend, you are 5 ins walk from either moorgate or bank for transport meaning you can get across to any part of london easily. | room was modern (4th floor), and was quite large for london standards. bed was a king, very comfy. minibar, iron, hairdryer, kettleusual extras. complimentary snacks and water was well appreciated. separate walk in shower as well as a bath. | free working wifi was good, and decent speeds as well with only a one time logon. | very quiet, apart from the building work currently going on nearby. the actual hotel itself was very quiet. | the little interaction i had with the staff was all very pleasant and professional as well.'''",2
The Savoy,"'''had a nice stay - a little over the top service, our bed was very high, the pillows were not changed so we were left we feather ones ! also our room was noisy with building work in the morning. we will not be returning to the savoy. | disappointed but lots of fab hotels in london so will return to them instead.'''",2
"Mandarin Oriental Hyde Park, London","'''best location and services , friendly staff , nice junior suite on knightsbridge view the only thing i would like the hotel to try to change it as soon as possible is the bathroom bathtub they need to change it to a walk in shower every thing else is perfect . |'''",2
Mondrian London at Sea Containers,"'''went here with my sister for her birthday. quite a relaxed reception, very friendly staff. room was lovely- good towels and robes. we had been allocated a double room instead of a twin but as there was a free bottle of prosecco in the room to wish my sister a happy birthday we said nothing. very handy hotel for the south bank. had a snack and drink at daffodil. wished we would booked in it was fantastic!'''",2
The Dorchester,"'''we frequently visit london for short breaks and we like to stay at different hotels each time. service is extremely important to us and at the dorchester, we get the best possible service from each member of staff. good job and thank you guys!'''",2
Mondrian London at Sea Containers,"'''fabulous views of london from across the river thames! could not have been better! got an upgrade for free, service was impeccable,rooftop bar and restaurant has to have the best view in all of london. the interior of this building is striking. the downstairs cocktail bar is chic and has very creative handcrafted cocktails. the bartender spends as much time explaining each drink as you care to listen, and that was both fun and informative. would definitely suggest this hotel to anyone going to london.'''",2
Mondrian London at Sea Containers,"'''i had a spa voucher which i used, involving a hot stone massage and facial- it was absolute bliss. matt carried out these services and he was incredibly professional and excellent with informing me of what was happening the entire time. i also would highly recommend abigail who too made my experience all the more special. such a beautiful day of pampering in a stunning environment'''",2
The Savoy,"'''looking at other reviews on trip advisor (as we always do before staying anywhere), i cannot understand how the savoy could receive anything other than a five-star rating. i have stayed at many fairmont hotels but nothing comes close to the class of the savoy. | history: | to begin with the hotel itself, it is built on the footing of the old savoy palace from 1246. the hotel was rebuilt in the late 1800's and was the finest of its time. it was the first hotel in london to feature electricity and elevators (the original elevators, known at the time as ""ascending rooms"" are still in service). of course the hotel became a celebrity hotspot. if you stay at the savoy, you will be walking through the same doors as marilyn monroe, winston churchill, and the queen herself. in fact, princess diana was a regular at the hotel's american bar - so much so that the head bartender made a special drink just for her named the blushing monarch. to this day, the hotel remains a hit with celebrities. while dining at chef gordon ramsey's restaurant, the savoy grill, we sat across from stephen tyler from aerosmith. who knows who you will run into while staying at the savoy! | location: | you are a 10-minute walk to most of london's tourist hotspots. walk a few minutes down the road and you will be at trafalgar square. keep walking and you will be on the mall along st. james park. a few minutes later, you will find yourself at buckingham palace. turn left at trafalgar square instead and you will be a 5 minute walk away from the parliament building, big ben, and westminster abbey. just beyond the bridge is the london eye and the aquarium. | rooms: | the rooms are very beautiful and decently sized for a heritage hotel (the hotel is well over 100-years old - do not expect a massive room). the bathrooms on the other hand are surprisingly large, marble throughout, and absolutely beautiful as well as functional. the shower has a rain shower head and the deep tub features a beautiful antique-style fixture. many rooms have a view of the courtyard however which is not particularly beautiful. if having a room with a lovely view is something important to you, you may want to specify in advance you would like a view of the thames river, lest you be disappointed. | dining: | the hotel has a few dining options including kaspar's (in art deco style) where the food was delicious and came out of the kitchen quickly. at the american bar, do not accidentally order a $5,000 glass of cognac or a $750 glass of the world's rarest rum - both of which you can find beautifully displayed in the hotel museum. other than a fee exceptions, drinks here are reasonably priced and the atmosphere is lovely with a piano player in the centre of the bar. | service: | last but certainly not least of importance is the service. the staff here are incredible. as a fairmont visitor in canada, you will most definitely notice a quality improvement in service when at the savoy in london. just two quick examples, should the hotel be reading this - first, i forgot to return a borrow jacket to my tour guide who had just dropped me off at the hotel and thus had driven away. gentsy (spelling is wrong, i am sure) who is one of the doormen, took off his top hat and went running down the street likely three blocks at a sprint before he caught up with the car! another example: each morning at 4:30am i went for a jog. on the first morning when i returned, i asked the overnight concierge for a bottle of water. the second morning when i returned he already had a cold bottle waiting for me. two stories of how thoughtful the staff are.'''",2
Apex London Wall Hotel,"'''booked through booking.com. stayed for one night on a saturday for my boyfriends birthday. arrived too early to check in, however staff were very helpful and minded our luggage until we arrived back in the afternoon to go to our room. as we arrived back, lady at reception greeted immediatley, remebering our names and advised we had been upgraded to a suite and our luggage had already been placed in the room. room was amazing, no other words to explain! gorgeous boutique decor along with a balcony and floor to ceiling windows. plus a birthday card and chocs were left as a gift for my boyfriend. i have never slept in a bed so comfortable and it was massive. my only regret is we never booked for longer. cannot believe how cheap this room was for what we got. elemis tolieteries were a lovely touch (even included lavender spray for pillow at night). very close to tube station, literally 3 - 4 minute walk from moorgate. cannot wait to return! thank you apex!'''",2
Mondrian London at Sea Containers,"'''we took advantage of an a good deal to stay at this hotel. so i am basing my review on not having paid really high prices. this hotel has a cool vibe,,,dark public spaces, interesting use of mirrors and lighting and fantastic views of the thames. our room was fun with out of the ordinary touches....takes the mini bar to a whole new level. the best reason for staying there is the roof top bar. lively, cool and fantastic views. conveniently situated at blackfriars means that you can easily explore south and north of the river. we walked to bermondsey and borough market and islington all in one morning. i love big noisy hotels and if you do too then you will love the mondrian...oh and breakfast was great too'''",2
The Dorchester,"'''i had the pleasure to stay here on the 28th november for a black tie dinner with work. | the welcome was amazing and our room was ready at 11am which was a lovely surprise as we could settle in before doing a little black friday shopping. | however as we went to leave the room, the door handle came of in my hand and we were stuck! | a quick call and two lovely gents came to our rescue and we were on our way. | we also had afternoon tea which was amazingly lovely and i hope to go back again to have afternoon tea soon. | the black tie event was super and again the team were very attentive and nothing was to much trouble. | we took breakfast in the grill and to say it was disappointing is an understatement. the highlights...late food, uncooked, no milk, no toast and on and on. | however i mentioned this on check out and within a couple of hours the manger was on the phone to apologise and to ask me to contact him next time we go to the dorchester. they also did not charge for the breakfast before we checked out due to my complaint. | we would return again and it is a hotel that does not matter how rich you are or how you look, it just makes you feel welcome and very special even if a few hiccups happen as they normally do in life! | but they still made our stay fantastic, hope to be back soon.'''",2
The Savoy,"'''this was our first visit to the savoy, and we chose their sunday at the savoy package comprising the accommodation (which was lovely), dinner (3 courses from the select menu - very very tasty), and ample english breakfast. beverages, as you might expect, were things we chose according to our needs/desires of the moment and paid extra for. there was always the option to deviate from the package particulars at extra cost whenever we felt like it. the quality and attitude from every member of staff was not only excellent, but actually, for me, enchanting. | i thoroughly enjoyed our stay and have absolutely no hesitation in recommending the hotel, and the package. it is very much my wish to go again one day, and for longer !'''",2
The Savoy,"'''we visit london once a year in september for a week to have our car, which lives in france, serviced and to do some shopping. i must admit we are old 'family' at the ritz and due to the revamp currently being done there, our regular suite was unavailable; hence us booking into the savoy. we last stayed here somewhere before 2010, i do not remember the exact dates but it certainly even looked different then. you would be forgiven to think you have walked into a hotel on red square as all the staff seem to be russian...! i can go on and keep you occupied for a long time but suffice it to say we were slightly disappointed by the lack of attention to detail. for example, housekeeping places fruit in your room and the cleaning staff take away the plates and cutlery. the next day you have plates and cutlery again but the fruit was removed...very confusing. the curtain in our room also had two big holes looking like cigarette burns in it. not what one would expect in a 5 star establishment at all. unfortunately for the savoy, we spend a lot of time at the ritz on place vendome in paris and have been spoilt by true five star service. not only do all staff at the ritz remember your name but even your suite or room number, unlike the lady at the savoy breakfast room who remembered my name but never my room number; the fifth morning it was just irritating that i had to remind her once more what the room number is. we did notice that the fairmont group is now in charge at the savoy and that might explain why the old savoy's opulence is gone, together with the stiff upper lip service perfection from english staff we came to expect and adore. to put it in a nutshell, we encountered a chamber maid in our room and requested they return the second gown which was taken away. she fled after a flurry of russian i had no hope to comprehend after which a room service waiter brought two bottles of water....we just left it at that. not too keen to return to the savoy...'''",2
Mondrian London at Sea Containers,"'''the mondrian is a top notch location, has truly world class bars &amp; is in no way stuffy in its approach to service. we were in town for the theatre but enjoyed the hotel just as much- from the inventive &amp; well executed cocktails at dandilyan to the trendy late night rumpus room on the 12th floor the drinks offer is amazing.. cleverly followed through to the mini bar. breakfast in the airy riverside restaurant was fantastic too (worth getting down a little earlier than the main crowd- we ate in a relaxed environment at 9.. but the place was packed and a little hectic by 10) of there was one short fall, the check in was not particularly informative- we explored and found out what was on offer.. but easily could have missed the best bits..'''",2
Ridgemount Hotel,"'''my wife and i had high hopes for this hotel based on the reviews here and were more than satisfied. our room, although at the top floor was spacious and comfortable. the staff was very friendly and very much like family by the end of the trip. its hard to know what to say that has not been said. even without a room with a bathroom in it, it was still private and convenient to use the shared facilities. the breakfast was simply amazing, one of the highlights of our entire european trip. have recommended this already and will continue to until we stay there again! this was the best part of london for us.'''",2
Ridgemount Hotel,"'''we had 2 nights here the hotel is easy to find and a simple 10 minutes from euston. there are good shops and cafes round about and it is close to the underground. the british museum is just around the corner. breakfast was served by friendly staff, a standard cooked breakfast with orange juice cereal and toast and good coffee. the bedroom was in the basement at the back of the hotel so no view but very quiet. | our room was basic but spotless and the ensuite shower room looked brand new.'''",2
"Hotel Xenia, Autograph Collection",'''great location. not too far from tube station to get around. our room was on the fourth floor which was great. the bell hopper was very kind and helpful. staff was very great too. very accommodating to what we needed. i would recommend this place.''',2
The Dorchester,'''what a great stay. from the first moment of crossng the mains i felt as the most important man on earth. rooms lovely arranged. grill restaurant with some impressive dishes. fabio at the promenade bar and china tang batenders made my stay as well. | will be back again!''',2
Mondrian London at Sea Containers,'''the ideal venue for a celebratory lunch with friends. we started off with cocktails with some good recommendations from the staff. all our choices from the menu were thoroughly enjoyed especially the sharing rib on the bone - a serious amount of delicious beef and plenty left over to bring home for the pooch. we somehow managed to sample a couple of the desserts between us too. loved it!''',2
The Dorchester,"'''superb service, great rooms, excellent restaurants, bar, traditional english teat time , everything you would not to be perfect was! great bar atmosphere, have some classy cocktails made just for you, chinese restaurant was authentic . recommend to make reservations. very interesting place to watch people as well.'''",2
The Rembrandt,"'''we stayed in london as ba cancelled our flight elsewhere. they did us a favour! excellent location for sightseeing and englands rainy weather.. free museums opposite, harrods up the road. a few tube stops to the large westfield shopping centre. the area seemed safe at night and excellent restaurants nearby. the staff we encountered were all pleasant. breakfast was very good, we found. the room was small but not in it for long and it was adequate for our needs. where we were located no noise from outside. downside, you could hear the people in the next room at times. though at night time it was quiet. did not put us off and hope to stay again.'''",2
The Dorchester,"'''my wife booked us in to the dorchester for my birthday and it is an amazing, wonderful comfortable place, with a true attention to detail. i think we had an executive suite with park views, the room was stunning and elegant and tastefully decorated. we had an entrance hall a four poster bed a balcony, a dressing room and a marble clad bathroom with one of the biggest baths i have ever seen. the highest level of quality runs through the hotel from the lobby, to the champagne bar, lifts, corridors and room. the staff are very attentive and i would highly recommend a stay here.'''",2
Mondrian London at Sea Containers,"'''we return to london every year at christmas to do our shopping (there is no where like fortnum and mason for the festive spirit) and for our friends christmas party. having stayed previously at the mondrian's sister properties we thought we would check out this relatively new establishment to make a change, we were not disappointed. | the service was impeccable from the doormen, to the receptionists, the bar staff (in both the rumpus room and the dandelyan) were very knowledgable and everyone was just generally relaxed and friendly, which is what you want when you are getting away - i cannot stand the formalities of some of the older establishments. | the bedroom was brilliant, i loved the nautical theme throughout the hotel and followed through into the bedrooms, but not overdone and not kitsch, really spot on. the beds were super comfortable, the bathrooms spacious with great showers and amenities. | the highlight of the bedroom and i would say actually most public spaces was the view. i believe that the mondrian is one of the few five star hotels that is south of the river (apart from the shard of course) and therefore has a commanding view of the old city of london, st pauls, houses of parliament, etc etc...from the bedroom, rumpus room, even on the ground floor the view across the river was so tranquil and we spent many hours in the dandelyan bar just watching people walk by. | breakfast was another highlight (although service was a little disjointed - a small confusion that was quickly sorted out) the buffet was fabulous offering the classics but the a la carte menu was fab and i would recommend just popping in for the sammy which was to die for ""the egg sammy | sunny side up egg, crispy bacon, jack cheese, avocado, coriander &amp; chipotle relish on a brioche bun"" - so good!!! | all in all a great stay and i really hope we have an excuse to pop back to london in the not too distant future so we can stay again, i can only imagine how fab it will be in the summer when the southbank is at its most vibrant!'''",2
Corinthia Hotel London,"'''i fi would have to describe the hotel , i would say luxury at is finest ... first of all location is great ! amazing raception hall. a nice terrace is on the ground floor. here below the positive and negatives points i would have : | positive: | - great location | - amazing decor and buidling | - very clean- | - staff is exceptionnal from reception, to restaurants , to conciergrie to cleaners. perfect | - great breakfast | - rooms spacious and very clean and cosy | negative | - the room ventilation might be a bit noisy | - price of the restaurant but again you are in a 5* hotel so logical'''",2
The Rembrandt,"'''stayed for the first time after recommendations from friends and family and can safely say i was not disappointed. on arrival the staff at the check in desk were beyond helpful and explained everything i needed to know to enjoy my stay and made it clear if i had any problems they would happily fix them! the rooms were fantastic and cleaned perfectly, but the highlight was definitely breakfast and dinner. the food at breakfast was varied and delicious and dinner was at a great standard! a special thanks to johnny who served me at breakfast both mornings and dinner one night of my stay, a lovely staff member who was amazing to chat with and genuinely cared about what i had to say, my girlfriend felt the same and came to the table with a huge smile on her face after having a chat with him at breakfast. a brilliant and friendly staff member who really made the stay feel special, i would recommend to anyone who plans on staying!'''",2
Ridgemount Hotel,"'''the hotel was recommended by a friend. all staff friendly. rooms immaculate, if small. lst day of heatwave fans appeared. daily breakfasts substantial and of good quality. during 3 week stay bathroom always clean, rooms serviced without intrusion. questions as to travel plans answered very completely with maps often provided for busses. given two sets of directions in one case (on separate sides of paper) to allow me to choose best seeming one. when i visited a place the owner did not know about he asked detailed questions to help other guests. i will willingly go back.'''",2
Apex London Wall Hotel,"'''upon arrival we were told that we have been upgraded to a lager room with balcony. the room was well decorated and we even received a small surprise. my personal favouriate is the bathroom, very spacious and the bath tub is the best i have ever seen. we will surely come back again!'''",2
Mondrian London at Sea Containers,"'''i definitely recommend a stay at the new mondrian in london. it is very well located in the city. it is proximity to the path along the river makes it easy to get just about anywhere in central london. the staff was extremely friendly and knowledgable. the lobby has a relaxed, cool vibe - perfect for relaxing, having a drink and watching people walk by along the riverfront. the rooms are big and comfortable and come with quality amenities.'''",2
Corinthia Hotel London,"'''it is hard to fault the corinthia, so perhaps this comes down to personal taste. whilst the building is impressive, i found it a bit cold (in atmosphere). i found the food and service at the restaurant (massimo) lacking, especially considering this is a five star hotel. the location however is excellent. my husband and i woke early to wander down to the thames to watch the sunrise--it is only a stone's throw from the hotel. the room itself was wonderful--airy and light yet cosy and welcoming. room service was excellent. nothing like climbing into your fluffy robe and settling in for some hot tea and mushy peas. i would not however, be compelled to return. the search continues for my favorite london hotel.'''",2
Corinthia Hotel London,'''stayed twice here for 3 weeks total and the place is fabulous. the rooms are nicely appointed and comfortable. modern bathrooms. staff is exceptionable! centrally located. recommend highly....you will not be disappointed''',2
The Savoy,"'''i cannot praise the staff and especially the concierge at this fantastic hotel. their help was exemplary and well beyond anything that i could have hoped for. after leaving a recently purchased present in a taxi when arriving at the hotel i had resigned myself to never seeing it again. not only did the staff find out the reg number of the taxi via their security cameras but they then somehow managed to locate said taxi and have the present returned before i left to get my flight. thanks should also go to the driver but i do not know their details. | thank you for breaking this nightmare journey with a quite, amazingly comfortable experience.'''",2
Mondrian London at Sea Containers,'''the hotel is very well located with stylish modern decor. peter on the front desk was great and made us feel very welcome. the level of service we received overall was excellent. my only disappointment was the city view was actually a view of a staircase! this may be more to do with expedia's description than the hotel's' as it was not booked directly. next time i would go for a river view.''',2
The Savoy,"'''this hotel is the pinnacle of excellent service. friendly and helpful staff, gorgeous grounds and interior dcor, centrally located in london with easy access to all modes of transportation. i will never stay anywhere else in london.'''",2
The Savoy,'''was not a resident of the hotel but following going to a show at the savoy theatre we decided to have a late night drink in the american bar. the service and the staff were first class and the bottle of pinot grigio well chilled. lovely ambience and the piano player/singer unobtrusive.''',2
The Rembrandt,"'''i stayed one night at the rembrandt as i was attending a reception at the natural history museum and wanted somewhere close by. overall i was very happy with my choice. the room i had was a 'superior double' on the fourth floor at the back of the hotel. it was quiet with pleasant views and, although rather small, was comfortable and clean. both the room and the bathroom looked as though they had been updated recently. the hotel provides free wifi (so glad hotels are, at last, realising that guests do not want to pay extra for this) and a good buffet breakfast. staff were also friendly an defficient. location is excellent for access to the museums and knightsbridge and the underground station is just a few minutes walk. will look to staying here again for events in london.'''",2
Rhodes Hotel,"'''the bed was very comfortable, and the bathroom was clean. just round the corner from paddington tube and mainline. the ladies serving breakfast were very friendly and efficient. obviously it is more of a home from home place, do not expect anything fancy, but who really needs a choice of four different juices and cereals. they had nutella, peanut butter, marmite and vegemite as well as jam. there is not a pool or fitness centre, obviously, i could not cancel the ratings below.'''",2
"Hotel Xenia, Autograph Collection","'''could not fault any part of my stay, nice central location too, staff were very accommodating &amp; friendly, had a nice relaxing evening &amp; just what i needed, i did not take much advantage of hotel facilities as had to meet up with colleagues elsewhere'''",2
"Mandarin Oriental Hyde Park, London","'''i just returned from a three night stay at this hotel over the christmas holiday. this hotel knows how to do it right. beautiful traditional style with great rooms. i do not know what type of mattress and linens they use but i never slept so well in a hotel before, and i have stayed in some pretty nice ones. friendly and accommodating staff with a great location - across from harvey nicks and up the block from harrods. there were some other nice looking hotels in the area, including the lanesborough and dorchester if you really want to she will out some dough. although somewhat pricey, the mandarin was well worth every penny!'''",2
The Savoy,"'''i have not come back to the savoy since the renovation. it was good to be back, what i like at the savoy : location, near covent garden, picadilly and so many other find place. the style, the class. art deco with comfort. rooms are nicer and i was in room 549 just in front of the main entrance, what a lovely view. then i like the breakfast (make sure you have it properly in the restaurant not in the lobby bar). the service and the genuine friendly attitude of the staff. what is not acceptable in this hotel as that they charge you 10 a day for wifi internet. unbelievable.'''",2
Ridgemount Hotel,"'''stayed at this hotel in july with my teenage son. it is a great location and feels very safe at night. we did not feel at all ill at ease walking home late at night which was a huge plus. there is a bus stop virtually across the road, euston station is within 5 mins walking distance, 2-3 minutes walk round the corner is googe st subway. the older gentleman (not sure if he is the owner) at breakfast asked where we were going for the day and would tell us which number of bus, etc to get there - brilliant help. breakfast was very nice but a bit repetitive, cereal, bacon and eggs every morning. would have been nice to have a bit more choice but service was excellent and staff helpful and friendly. the bedrooms are pretty old fashioned and basic but very, very clean. it is been years since i have had blankets on the bed!! free coffee and tea machine in guest lounge and cold can machine at 50p per can pretty good. two modern computers also in lounge and free wifi throughout the hotel which was great. we had a room at the front which was pretty noisy so we could not have the window open at night but there was a fan in the room which was a life saver in the heat! all in all a great wee hotel - cannot help but feel though that it could look so much better and rooms more welcoming with a bit of more up to date dcor and duvets on the beds.'''",2
Mondrian London at Sea Containers,"'''this hotel is right on the south bank so is in a perfect location for getting anywhere in london. the staff were friendly, the room was great, with a well stocked mini bar and lovely toiletries in the bathroom. the food was delicious but was slow to arrive via room service (1 hr 40). the complimentary wifi could have been better too, and i was woken up one night by noisy revellers - but all in all it was an enjoyable stay.'''",2
The Rembrandt,"'''had the opportunity to stay here for few nights whilst on business, the hotel and its facilities were very good, we were in a grand room and pleasantly impressed with the quality of the furnishings and the cleanliness, great position for seeing london. the breakfast buffet was plentiful although the cooked breakfast was obviously cooked earlier and kept warm resulting in either cold or dried out food, not reflecting the quality of the facilities of the hotel'''",2
Rhodes Hotel,"'''nice budget-hotel located close to paddington station and lancaster gate with the central line. service is personal and very good. rooms are small but nice and clean. the street, sussex sq., is not so busy.'''",2
Apex London Wall Hotel,"'''we stayed just one night--needing a hotel in walking distance to the liverpool street station as we had an early flight to greece from stanstead airport and needed to catch the train from liverpool street out to the airport. i have been to london several times and like to try different neighborhoods. i was pleasantly surprised by our stay in the financial district--we plotted a pleasant walk over tower bridge and along the footpath to the tate modern. we also enjoyed an easy walk to brick lane for indian and popped into a few pubs along the way to enjoy friday-night happy hour with the locals. the hotel is situated on a quiet street and honestly, we had one of the best sleeps--i did not hear a single thing--not another guest returning or street noise. the room was sleek and had all the amenities you need (lovely teas and biscuits included!). the bar looked really nice, too, but we did not try it out. i would definitely recommend this hotel/location for both business and pleasure.'''",2
Mondrian London at Sea Containers,"'''brilliant band created relaxing vibes while we ate our brunch with the bottomless prosecco, mimosa or bloody mary deal. our waiter manuel could not have been more attentive. he really made the afternoon flow smoothly, along with his colleague fillipe. really wish i would had some cash in my purse to add an extra tip on top of the service included.'''",2
"Mandarin Oriental Hyde Park, London","'''having stayed in the mandarin in milan 1 week before the shock was great. | while the dining room, bar and boulud were in line with the expected standard of the group. so is the staff, providing top notch service with a smile and good will. but the rooms clearly have been waiting for years for a facelift! urgent need of attention as my room was more like a 3 star with broken fittings, and style that was possibly in vogue last century?'''",2
"Hotel Xenia, Autograph Collection","'''amazing service, thoughtful and accommodating. very client orientated and nothing is too much. personal attention, which is so sincere that one feels part of ' the family"". | the restaurant is superb. food is divine and here the service is, once again, the trademark of the establishment. i will not hesitate to recommended and i will return often. location, again, is something i find necessary and it does not disappoint.'''",2
The Savoy,'''warm unassuming service by all members of staff made this a weekend to remember. dean our concierge was courteous and his recommendations surpassed our expectations. it is the quality and caring customer service offered by the staff of the savoy that make it feel like home no matter how long or short your stay is. | the location of the savoy is unbeatable if you wish to be in the heart of theatreland or enjoy the ambiance of covent garden. the london eye and the south bank are also within walking distance of the hotel.''',2
The Savoy,"'''this time we spent just one night, we did not book a suite this time, just an average room. had a thoroughly good time. afternoon tea was excellent, the american bar is just always a must and we had a beautiful breakfast. service was very good. it is great returning to a hotel and feeling it was as good as before.'''",2
The Savoy,"'''the three nights we spent at the savoy were memorable. its beauty and welcoming, efficient staff made us feel special even as members of a tour group. our room was spacious and beautifully decorated. i loved the bathroom, especially the tub! the public areas are gorgeous and had beautiful flower arrangements. the halls are even the prettiest hotel halls i have seen, and we discovered during our evening wanderings the room where maria callas had stayed with her name embossed on the room number plaque. we learned that there are other rooms marked in this way, as well as having a framed photograph of a celebrity on the nightstand. breakfast each morning was served as if it were a special event, and the wait staff did an excellent job at remembering us. our only dinner on site was a group event in a very special room - the pinafore room where churchill and friends had supper club meetings. one look at the cars in the you-shaped entrance drive and the valet staff was enough to indicate that we were in a top-notch location.'''",2
Mondrian London at Sea Containers,'''really enjoyed stay. amazing views and friendly staff. meal in sea containers restaurant before 7 (set menu) good value. cool vibe in both cocktail and rooftop bars. highly recommend. would stay again and take partner next time. breakfast excellent and steam room and gym quiet and well equipped.''',2
Rhodes Hotel,"'''stayed for just one night while in london on business. was placed in the annex round the corner, but was walked round there by one of the staff. room on the top floor was not huge, but as a double for one person it was fine. the room was clean and modern. bathroom was fine, with a good shower. the only downside was the room being on the top floor up a steep staircase - this would because problems for someone with mobility issues. cannot comment on breakfast as i met a colleague elsewhere.'''",2
The Savoy,"'''arrived for birthday celebrations and the staff were very attentive even, made the occasion feel really special. the food was amazing, we had the afternoon tea and did not eat a thing for the rest of the evening, we were full and content. it is true you get what you pay for. will definitely be returning for another special treat.'''",2
"Mandarin Oriental Hyde Park, London","'''classic but lots of class ! and i am usually more attracted by modern style, but i love the warmth of the mandarin in london ! | great location, excellent service, even if i go 2 or 3 times a year they remember my name. | nice room, great bed, nice flat screens, perfect staff, great spa, wonderfull breakfast... i could go on and on ! | cannot find anything negative, oh yes , one thing ! we do not like the wooden heavy tray they keep putting on the bed every night with the tv remote control and a flower...!! you never know what to do with the tray when you get in bed and you just need the b&amp;o remote !!'''",2
The Rembrandt,"'''stayed in this hotel late april 2015, with a friend, the visit to london included football (arsenal v chelsea), great food, and super accommodation here, room was excellent, room service great, as well as the service at the reception, breakfast, drinks at the lobby bar, and a good location, nearest tube just 5 mins walk...a great choice of accommodation in london, not the cheapest one, but worth the money!'''",2
